oligo_002572	NegativeControl	NegControl
oligo_002521:oligo_002522	NegativeControl	NegControl
oligo_002599	NegativeControl	NegControl
oligo_002540	NegativeControl	NegControl
oligo_002553	NegativeControl	NegControl
oligo_002524	NegativeControl	NegControl
oligo_002530	NegativeControl	NegControl
oligo_002582	NegativeControl	NegControl
oligo_002513	NegativeControl	NegControl
oligo_002516	NegativeControl	NegControl
oligo_002501:oligo_002502	NegativeControl	NegControl
oligo_002588	NegativeControl	NegControl
oligo_002559	NegativeControl	NegControl
oligo_002585	NegativeControl	NegControl
oligo_002543	NegativeControl	NegControl
oligo_002506	NegativeControl	NegControl
oligo_002577	NegativeControl	NegControl
oligo_002573	NegativeControl	NegControl
oligo_002532	NegativeControl	NegControl
oligo_002565	NegativeControl	NegControl
oligo_002594	NegativeControl	NegControl
oligo_002571	NegativeControl	NegControl
oligo_002510	NegativeControl	NegControl
oligo_002523	NegativeControl	NegControl
oligo_002550	NegativeControl	NegControl
oligo_002520	NegativeControl	NegControl
oligo_002533	NegativeControl	NegControl
oligo_002579	NegativeControl	NegControl
oligo_002563	NegativeControl	NegControl
oligo_002575	NegativeControl	NegControl
oligo_002507	NegativeControl	NegControl
oligo_002603	NegativeControl	NegControl
oligo_002518	NegativeControl	NegControl
oligo_002517	NegativeControl	NegControl
oligo_002591	NegativeControl	NegControl
oligo_002566	NegativeControl	NegControl
oligo_002527	NegativeControl	NegControl
oligo_002602	NegativeControl	NegControl
oligo_002595	NegativeControl	NegControl
oligo_002605	NegativeControl	NegControl
oligo_002598	NegativeControl	NegControl
oligo_002581	NegativeControl	NegControl
oligo_002604	NegativeControl	NegControl
oligo_002547	NegativeControl	NegControl
oligo_002567	NegativeControl	NegControl
oligo_002574	NegativeControl	NegControl
oligo_002539	NegativeControl	NegControl
oligo_002555	NegativeControl	NegControl
oligo_005868	TestedOligo	Arensbergen
oligo_005870	TestedOligo	NA
oligo_005299	TestedOligo	Arensbergen
oligo_005300	TestedOligo	NA
oligo_006685	TestedOligo	Arensbergen
oligo_006687	TestedOligo	NA
oligo_006919	TestedOligo	Arensbergen
oligo_006920	TestedOligo	NA
oligo_006895	TestedOligo	Arensbergen
oligo_006897	TestedOligo	NA
oligo_006675	TestedOligo	Arensbergen
oligo_006677	TestedOligo	NA
oligo_006557	TestedOligo	Arensbergen
oligo_006559	TestedOligo	NA
oligo_006179	TestedOligo	Arensbergen
oligo_006181	TestedOligo	NA
oligo_006575	TestedOligo	Arensbergen
oligo_006576	TestedOligo	NA
oligo_006160	TestedOligo	Arensbergen
oligo_006162	TestedOligo	NA
oligo_006907	TestedOligo	Arensbergen
oligo_006908	TestedOligo	NA
oligo_006879	TestedOligo	Arensbergen
oligo_006881	TestedOligo	NA
oligo_005519	TestedOligo	Arensbergen
oligo_005520	TestedOligo	NA
oligo_006615	TestedOligo	Arensbergen
oligo_006617	TestedOligo	NA
oligo_005553	TestedOligo	Arensbergen
oligo_005554	TestedOligo	NA
oligo_005550	TestedOligo	Arensbergen
oligo_005552	TestedOligo	NA
oligo_006377	TestedOligo	Arensbergen
oligo_006378	TestedOligo	NA
oligo_006448	TestedOligo	Arensbergen
oligo_006450	TestedOligo	NA
oligo_006328	TestedOligo	Arensbergen
oligo_006330	TestedOligo	NA
oligo_005648	TestedOligo	Arensbergen
oligo_005650	TestedOligo	NA
oligo_006364	TestedOligo	Arensbergen
oligo_006366	TestedOligo	NA
oligo_005644	TestedOligo	Arensbergen
oligo_005646	TestedOligo	NA
oligo_005390	TestedOligo	Arensbergen
oligo_005392	TestedOligo	NA
oligo_005611	TestedOligo	Arensbergen
oligo_005612	TestedOligo	NA
oligo_005451	TestedOligo	Arensbergen
oligo_005452	TestedOligo	NA
oligo_005549	TestedOligo	Arensbergen
oligo_005551	TestedOligo	NA
oligo_006649	TestedOligo	Arensbergen
oligo_006651	TestedOligo	NA
oligo_005859	TestedOligo	Arensbergen
oligo_005861	TestedOligo	NA
oligo_006139	TestedOligo	Arensbergen
oligo_006140	TestedOligo	NA
oligo_006717	TestedOligo	Arensbergen
oligo_006719	TestedOligo	NA
oligo_005412	TestedOligo	Arensbergen
oligo_005414	TestedOligo	NA
oligo_006128	TestedOligo	Arensbergen
oligo_006130	TestedOligo	NA
oligo_005778	TestedOligo	Arensbergen
oligo_005780	TestedOligo	NA
oligo_006659	TestedOligo	Arensbergen
oligo_006661	TestedOligo	NA
oligo_006173	TestedOligo	Arensbergen
oligo_006175	TestedOligo	NA
oligo_006815	TestedOligo	Arensbergen
oligo_006817	TestedOligo	NA
oligo_005702	TestedOligo	Arensbergen
oligo_005704	TestedOligo	NA
oligo_006838	TestedOligo	Arensbergen
oligo_006840	TestedOligo	NA
oligo_006003	TestedOligo	Arensbergen
oligo_006005	TestedOligo	NA
oligo_006855	TestedOligo	Arensbergen
oligo_006857	TestedOligo	NA
oligo_005723	TestedOligo	Arensbergen
oligo_005725	TestedOligo	NA
oligo_005631	TestedOligo	Arensbergen
oligo_005632	TestedOligo	NA
oligo_006795	TestedOligo	Arensbergen
oligo_006797	TestedOligo	NA
oligo_006456	TestedOligo	Arensbergen
oligo_006458	TestedOligo	NA
oligo_005634	TestedOligo	Arensbergen
oligo_005636	TestedOligo	NA
oligo_005935	TestedOligo	Arensbergen
oligo_005936	TestedOligo	NA
oligo_005515	TestedOligo	Arensbergen
oligo_005517	TestedOligo	NA
oligo_006099	TestedOligo	Arensbergen
oligo_006100	TestedOligo	NA
oligo_006689	TestedOligo	Arensbergen
oligo_006691	TestedOligo	NA
oligo_005477	TestedOligo	Arensbergen
oligo_005479	TestedOligo	NA
oligo_005975	TestedOligo	Arensbergen
oligo_005977	TestedOligo	NA
oligo_005829	TestedOligo	Arensbergen
oligo_005831	TestedOligo	NA
oligo_005458	TestedOligo	Arensbergen
oligo_005460	TestedOligo	NA
oligo_006772	TestedOligo	Arensbergen
oligo_006774	TestedOligo	NA
oligo_006783	TestedOligo	Arensbergen
oligo_006784	TestedOligo	NA
oligo_006299	TestedOligo	Arensbergen
oligo_006301	TestedOligo	NA
oligo_006074	TestedOligo	Arensbergen
oligo_006076	TestedOligo	NA
oligo_006324	TestedOligo	Arensbergen
oligo_006326	TestedOligo	NA
oligo_006201	TestedOligo	Arensbergen
oligo_006203	TestedOligo	NA
oligo_006871	TestedOligo	Arensbergen
oligo_006873	TestedOligo	NA
oligo_006511	TestedOligo	Arensbergen
oligo_006513	TestedOligo	NA
oligo_006767	TestedOligo	Arensbergen
oligo_006769	TestedOligo	NA
oligo_006859	TestedOligo	Arensbergen
oligo_006861	TestedOligo	NA
oligo_006195	TestedOligo	Arensbergen
oligo_006197	TestedOligo	NA
oligo_006552	TestedOligo	Arensbergen
oligo_006554	TestedOligo	NA
oligo_006078	TestedOligo	Arensbergen
oligo_006080	TestedOligo	NA
oligo_006149	TestedOligo	Arensbergen
oligo_006151	TestedOligo	NA
oligo_006725	TestedOligo	Arensbergen
oligo_006727	TestedOligo	NA
oligo_006262	TestedOligo	Arensbergen
oligo_006264	TestedOligo	NA
oligo_006368	TestedOligo	Arensbergen
oligo_006370	TestedOligo	NA
oligo_006261	TestedOligo	Arensbergen
oligo_006263	TestedOligo	NA
oligo_006382	TestedOligo	Arensbergen
oligo_006384	TestedOligo	NA
oligo_005757	TestedOligo	Arensbergen
oligo_005758	TestedOligo	NA
oligo_005938	TestedOligo	Arensbergen
oligo_005940	TestedOligo	NA
oligo_005709	TestedOligo	Arensbergen
oligo_005711	TestedOligo	NA
oligo_006145	TestedOligo	Arensbergen
oligo_006147	TestedOligo	NA
oligo_005453	TestedOligo	Arensbergen
oligo_005455	TestedOligo	NA
oligo_005633	TestedOligo	Arensbergen
oligo_005635	TestedOligo	NA
oligo_006252	TestedOligo	Arensbergen
oligo_006254	TestedOligo	NA
oligo_005968	TestedOligo	Arensbergen
oligo_005970	TestedOligo	NA
oligo_006335	TestedOligo	Arensbergen
oligo_006337	TestedOligo	NA
oligo_005718	TestedOligo	Arensbergen
oligo_005720	TestedOligo	NA
oligo_005509	TestedOligo	Arensbergen
oligo_005511	TestedOligo	NA
oligo_006295	TestedOligo	Arensbergen
oligo_006297	TestedOligo	NA
oligo_006660	TestedOligo	Arensbergen
oligo_006662	TestedOligo	NA
oligo_006154	TestedOligo	Arensbergen
oligo_006156	TestedOligo	NA
oligo_006447	TestedOligo	Arensbergen
oligo_006449	TestedOligo	NA
oligo_006690	TestedOligo	Arensbergen
oligo_006692	TestedOligo	NA
oligo_006206	TestedOligo	Arensbergen
oligo_006208	TestedOligo	NA
oligo_006360	TestedOligo	Arensbergen
oligo_006362	TestedOligo	NA
oligo_006345	TestedOligo	Arensbergen
oligo_006346	TestedOligo	NA
oligo_006653	TestedOligo	Arensbergen
oligo_006654	TestedOligo	NA
oligo_006119	TestedOligo	Arensbergen
oligo_006121	TestedOligo	NA
oligo_006061	TestedOligo	Arensbergen
oligo_006063	TestedOligo	NA
oligo_006808	TestedOligo	Arensbergen
oligo_006810	TestedOligo	NA
oligo_006292	TestedOligo	Arensbergen
oligo_006294	TestedOligo	NA
oligo_006925	TestedOligo	Arensbergen
oligo_006926	TestedOligo	NA
oligo_006427	TestedOligo	Arensbergen
oligo_006429	TestedOligo	NA
oligo_005976	TestedOligo	Arensbergen
oligo_005978	TestedOligo	NA
oligo_006069	TestedOligo	Arensbergen
oligo_006071	TestedOligo	NA
oligo_005427	TestedOligo	Arensbergen
oligo_005429	TestedOligo	NA
oligo_005307	TestedOligo	Arensbergen
oligo_005308	TestedOligo	NA
oligo_005411	TestedOligo	Arensbergen
oligo_005413	TestedOligo	NA
oligo_005445	TestedOligo	Arensbergen
oligo_005446	TestedOligo	NA
oligo_006117	TestedOligo	Arensbergen
oligo_006118	TestedOligo	NA
oligo_005967	TestedOligo	Arensbergen
oligo_005969	TestedOligo	NA
oligo_006120	TestedOligo	Arensbergen
oligo_006122	TestedOligo	NA
oligo_006484	TestedOligo	Arensbergen
oligo_006486	TestedOligo	NA
oligo_006273	TestedOligo	Arensbergen
oligo_006275	TestedOligo	NA
oligo_005393	TestedOligo	Arensbergen
oligo_005394	TestedOligo	NA
oligo_005893	TestedOligo	Arensbergen
oligo_005895	TestedOligo	NA
oligo_005447	TestedOligo	Arensbergen
oligo_005449	TestedOligo	NA
oligo_006387	TestedOligo	Arensbergen
oligo_006389	TestedOligo	NA
oligo_006620	TestedOligo	Arensbergen
oligo_006622	TestedOligo	NA
oligo_006631	TestedOligo	Arensbergen
oligo_006633	TestedOligo	NA
oligo_006796	TestedOligo	Arensbergen
oligo_006798	TestedOligo	NA
oligo_005582	TestedOligo	Arensbergen
oligo_005584	TestedOligo	NA
oligo_006589	TestedOligo	Arensbergen
oligo_006590	TestedOligo	NA
oligo_006007	TestedOligo	Arensbergen
oligo_006008	TestedOligo	NA
oligo_005563	TestedOligo	Arensbergen
oligo_005565	TestedOligo	NA
oligo_005329	TestedOligo	Arensbergen
oligo_005331	TestedOligo	NA
oligo_006561	TestedOligo	Arensbergen
oligo_006562	TestedOligo	NA
oligo_005810	TestedOligo	Arensbergen
oligo_005812	TestedOligo	NA
oligo_006348	TestedOligo	Arensbergen
oligo_006350	TestedOligo	NA
oligo_006824	TestedOligo	Arensbergen
oligo_006826	TestedOligo	NA
oligo_006315	TestedOligo	Arensbergen
oligo_006317	TestedOligo	NA
oligo_006210	TestedOligo	Arensbergen
oligo_006212	TestedOligo	NA
oligo_006834	TestedOligo	Arensbergen
oligo_006836	TestedOligo	NA
oligo_005867	TestedOligo	Arensbergen
oligo_005869	TestedOligo	NA
oligo_005274	TestedOligo	Arensbergen
oligo_005276	TestedOligo	NA
oligo_005855	TestedOligo	Arensbergen
oligo_005857	TestedOligo	NA
oligo_006491	TestedOligo	Arensbergen
oligo_006493	TestedOligo	NA
oligo_006412	TestedOligo	Arensbergen
oligo_006414	TestedOligo	NA
oligo_005941	TestedOligo	Arensbergen
oligo_005943	TestedOligo	NA
oligo_006496	TestedOligo	Arensbergen
oligo_006498	TestedOligo	NA
oligo_005353	TestedOligo	Arensbergen
oligo_005355	TestedOligo	NA
oligo_005954	TestedOligo	Arensbergen
oligo_005956	TestedOligo	NA
oligo_005516	TestedOligo	Arensbergen
oligo_005518	TestedOligo	NA
oligo_005706	TestedOligo	Arensbergen
oligo_005708	TestedOligo	NA
oligo_005305	TestedOligo	Arensbergen
oligo_005306	TestedOligo	NA
oligo_006596	TestedOligo	Arensbergen
oligo_006598	TestedOligo	NA
oligo_005912	TestedOligo	Arensbergen
oligo_005914	TestedOligo	NA
oligo_005961	TestedOligo	Arensbergen
oligo_005962	TestedOligo	NA
oligo_006255	TestedOligo	Arensbergen
oligo_006257	TestedOligo	NA
oligo_005620	TestedOligo	Arensbergen
oligo_005622	TestedOligo	NA
oligo_006039	TestedOligo	Arensbergen
oligo_006041	TestedOligo	NA
oligo_006101	TestedOligo	Arensbergen
oligo_006103	TestedOligo	NA
oligo_005373	TestedOligo	Arensbergen
oligo_005374	TestedOligo	NA
oligo_006515	TestedOligo	Arensbergen
oligo_006517	TestedOligo	NA
oligo_005915	TestedOligo	Arensbergen
oligo_005916	TestedOligo	NA
oligo_005673	TestedOligo	Arensbergen
oligo_005674	TestedOligo	NA
oligo_006399	TestedOligo	Arensbergen
oligo_006401	TestedOligo	NA
oligo_006403	TestedOligo	Arensbergen
oligo_006405	TestedOligo	NA
oligo_006013	TestedOligo	Arensbergen
oligo_006015	TestedOligo	NA
oligo_005826	TestedOligo	Arensbergen
oligo_005828	TestedOligo	NA
oligo_006668	TestedOligo	Arensbergen
oligo_006670	TestedOligo	NA
oligo_005853	TestedOligo	Arensbergen
oligo_005854	TestedOligo	NA
oligo_005396	TestedOligo	Arensbergen
oligo_005398	TestedOligo	NA
oligo_006209	TestedOligo	Arensbergen
oligo_006211	TestedOligo	NA
oligo_006249	TestedOligo	Arensbergen
oligo_006250	TestedOligo	NA
oligo_005608	TestedOligo	Arensbergen
oligo_005610	TestedOligo	NA
oligo_006785	TestedOligo	Arensbergen
oligo_006786	TestedOligo	NA
oligo_006196	TestedOligo	Arensbergen
oligo_006198	TestedOligo	NA
oligo_006891	TestedOligo	Arensbergen
oligo_006893	TestedOligo	NA
oligo_005786	TestedOligo	Arensbergen
oligo_005788	TestedOligo	NA
oligo_005834	TestedOligo	Arensbergen
oligo_005836	TestedOligo	NA
oligo_006187	TestedOligo	Arensbergen
oligo_006189	TestedOligo	NA
oligo_005863	TestedOligo	Arensbergen
oligo_005865	TestedOligo	NA
oligo_006065	TestedOligo	Arensbergen
oligo_006067	TestedOligo	NA
oligo_006241	TestedOligo	Arensbergen
oligo_006243	TestedOligo	NA
oligo_006551	TestedOligo	Arensbergen
oligo_006553	TestedOligo	NA
oligo_005557	TestedOligo	Arensbergen
oligo_005559	TestedOligo	NA
oligo_005735	TestedOligo	Arensbergen
oligo_005737	TestedOligo	NA
oligo_006056	TestedOligo	Arensbergen
oligo_006058	TestedOligo	NA
oligo_006308	TestedOligo	Arensbergen
oligo_006310	TestedOligo	NA
oligo_006157	TestedOligo	Arensbergen
oligo_006158	TestedOligo	NA
oligo_005639	TestedOligo	Arensbergen
oligo_005641	TestedOligo	NA
oligo_006738	TestedOligo	Arensbergen
oligo_006740	TestedOligo	NA
oligo_005422	TestedOligo	Arensbergen
oligo_005424	TestedOligo	NA
oligo_005564	TestedOligo	Arensbergen
oligo_005566	TestedOligo	NA
oligo_006487	TestedOligo	Arensbergen
oligo_006489	TestedOligo	NA
oligo_006714	TestedOligo	Arensbergen
oligo_006716	TestedOligo	NA
oligo_005575	TestedOligo	Arensbergen
oligo_005576	TestedOligo	NA
oligo_006540	TestedOligo	Arensbergen
oligo_006542	TestedOligo	NA
oligo_006316	TestedOligo	Arensbergen
oligo_006318	TestedOligo	NA
oligo_006082	TestedOligo	Arensbergen
oligo_006084	TestedOligo	NA
oligo_006142	TestedOligo	Arensbergen
oligo_006144	TestedOligo	NA
oligo_006581	TestedOligo	Arensbergen
oligo_006583	TestedOligo	NA
oligo_006407	TestedOligo	Arensbergen
oligo_006409	TestedOligo	NA
oligo_005675	TestedOligo	Arensbergen
oligo_005676	TestedOligo	NA
oligo_006599	TestedOligo	Arensbergen
oligo_006601	TestedOligo	NA
oligo_005690	TestedOligo	Arensbergen
oligo_005692	TestedOligo	NA
oligo_006343	TestedOligo	Arensbergen
oligo_006344	TestedOligo	NA
oligo_005979	TestedOligo	Arensbergen
oligo_005981	TestedOligo	NA
oligo_006504	TestedOligo	Arensbergen
oligo_006506	TestedOligo	NA
oligo_006018	TestedOligo	Arensbergen
oligo_006020	TestedOligo	NA
oligo_005663	TestedOligo	Arensbergen
oligo_005665	TestedOligo	NA
oligo_006085	TestedOligo	Arensbergen
oligo_006087	TestedOligo	NA
oligo_005481	TestedOligo	Arensbergen
oligo_005482	TestedOligo	NA
oligo_006764	TestedOligo	Arensbergen
oligo_006766	TestedOligo	NA
oligo_006040	TestedOligo	Arensbergen
oligo_006042	TestedOligo	NA
oligo_005339	TestedOligo	Arensbergen
oligo_005341	TestedOligo	NA
oligo_005929	TestedOligo	Arensbergen
oligo_005930	TestedOligo	NA
oligo_006730	TestedOligo	Arensbergen
oligo_006732	TestedOligo	NA
oligo_006231	TestedOligo	Arensbergen
oligo_006232	TestedOligo	NA
oligo_005409	TestedOligo	Arensbergen
oligo_005410	TestedOligo	NA
oligo_005364	TestedOligo	Arensbergen
oligo_005366	TestedOligo	NA
oligo_005555	TestedOligo	Arensbergen
oligo_005556	TestedOligo	NA
oligo_006779	TestedOligo	Arensbergen
oligo_006781	TestedOligo	NA
oligo_006163	TestedOligo	Arensbergen
oligo_006164	TestedOligo	NA
oligo_006451	TestedOligo	Arensbergen
oligo_006453	TestedOligo	NA
oligo_005964	TestedOligo	Arensbergen
oligo_005966	TestedOligo	NA
oligo_005777	TestedOligo	Arensbergen
oligo_005779	TestedOligo	NA
oligo_006256	TestedOligo	Arensbergen
oligo_006258	TestedOligo	NA
oligo_006737	TestedOligo	Arensbergen
oligo_006739	TestedOligo	NA
oligo_006640	TestedOligo	Arensbergen
oligo_006642	TestedOligo	NA
oligo_006223	TestedOligo	Arensbergen
oligo_006225	TestedOligo	NA
oligo_006568	TestedOligo	Arensbergen
oligo_006570	TestedOligo	NA
oligo_005830	TestedOligo	Arensbergen
oligo_005832	TestedOligo	NA
oligo_005919	TestedOligo	Arensbergen
oligo_005921	TestedOligo	NA
oligo_005465	TestedOligo	Arensbergen
oligo_005467	TestedOligo	NA
oligo_006749	TestedOligo	Arensbergen
oligo_006751	TestedOligo	NA
oligo_005387	TestedOligo	Arensbergen
oligo_005388	TestedOligo	NA
oligo_006679	TestedOligo	Arensbergen
oligo_006681	TestedOligo	NA
oligo_006228	TestedOligo	Arensbergen
oligo_006230	TestedOligo	NA
oligo_006718	TestedOligo	Arensbergen
oligo_006720	TestedOligo	NA
oligo_006915	TestedOligo	Arensbergen
oligo_006916	TestedOligo	NA
oligo_006323	TestedOligo	Arensbergen
oligo_006325	TestedOligo	NA
oligo_006400	TestedOligo	Arensbergen
oligo_006402	TestedOligo	NA
oligo_005801	TestedOligo	Arensbergen
oligo_005803	TestedOligo	NA
oligo_005677	TestedOligo	Arensbergen
oligo_005679	TestedOligo	NA
oligo_006472	TestedOligo	Arensbergen
oligo_006474	TestedOligo	NA
oligo_005314	TestedOligo	Arensbergen
oligo_005316	TestedOligo	NA
oligo_005539	TestedOligo	Arensbergen
oligo_005541	TestedOligo	NA
oligo_005277	TestedOligo	Arensbergen
oligo_005278	TestedOligo	NA
oligo_006044	TestedOligo	Arensbergen
oligo_006046	TestedOligo	NA
oligo_005377	TestedOligo	Arensbergen
oligo_005378	TestedOligo	NA
oligo_005950	TestedOligo	Arensbergen
oligo_005952	TestedOligo	NA
oligo_006077	TestedOligo	Arensbergen
oligo_006079	TestedOligo	NA
oligo_005407	TestedOligo	Arensbergen
oligo_005408	TestedOligo	NA
oligo_005367	TestedOligo	Arensbergen
oligo_005368	TestedOligo	NA
oligo_006923	TestedOligo	Arensbergen
oligo_006924	TestedOligo	NA
oligo_005267	TestedOligo	Arensbergen
oligo_005268	TestedOligo	NA
oligo_006771	TestedOligo	Arensbergen
oligo_006773	TestedOligo	NA
oligo_005894	TestedOligo	Arensbergen
oligo_005896	TestedOligo	NA
oligo_006025	TestedOligo	Arensbergen
oligo_006026	TestedOligo	NA
oligo_005310	TestedOligo	Arensbergen
oligo_005312	TestedOligo	NA
oligo_006734	TestedOligo	Arensbergen
oligo_006736	TestedOligo	NA
oligo_006820	TestedOligo	Arensbergen
oligo_006822	TestedOligo	NA
oligo_005752	TestedOligo	Arensbergen
oligo_005754	TestedOligo	NA
oligo_005897	TestedOligo	Arensbergen
oligo_005899	TestedOligo	NA
oligo_006043	TestedOligo	Arensbergen
oligo_006045	TestedOligo	NA
oligo_006174	TestedOligo	Arensbergen
oligo_006176	TestedOligo	NA
oligo_005291	TestedOligo	Arensbergen
oligo_005292	TestedOligo	NA
oligo_006259	TestedOligo	Arensbergen
oligo_006260	TestedOligo	NA
oligo_005653	TestedOligo	Arensbergen
oligo_005654	TestedOligo	NA
oligo_006183	TestedOligo	Arensbergen
oligo_006185	TestedOligo	NA
oligo_006303	TestedOligo	Arensbergen
oligo_006305	TestedOligo	NA
oligo_005613	TestedOligo	Arensbergen
oligo_005614	TestedOligo	NA
oligo_006791	TestedOligo	Arensbergen
oligo_006793	TestedOligo	NA
oligo_005448	TestedOligo	Arensbergen
oligo_005450	TestedOligo	NA
oligo_005656	TestedOligo	Arensbergen
oligo_005658	TestedOligo	NA
oligo_006563	TestedOligo	Arensbergen
oligo_006565	TestedOligo	NA
oligo_006242	TestedOligo	Arensbergen
oligo_006244	TestedOligo	NA
oligo_006829	TestedOligo	Arensbergen
oligo_006831	TestedOligo	NA
oligo_005428	TestedOligo	Arensbergen
oligo_005430	TestedOligo	NA
oligo_005751	TestedOligo	Arensbergen
oligo_005753	TestedOligo	NA
oligo_006558	TestedOligo	Arensbergen
oligo_006560	TestedOligo	NA
oligo_006913	TestedOligo	Arensbergen
oligo_006914	TestedOligo	NA
oligo_005279	TestedOligo	Arensbergen
oligo_005280	TestedOligo	NA
oligo_005971	TestedOligo	Arensbergen
oligo_005972	TestedOligo	NA
oligo_005802	TestedOligo	Arensbergen
oligo_005804	TestedOligo	NA
oligo_006623	TestedOligo	Arensbergen
oligo_006625	TestedOligo	NA
oligo_005318	TestedOligo	Arensbergen
oligo_005320	TestedOligo	NA
oligo_005507	TestedOligo	Arensbergen
oligo_005508	TestedOligo	NA
oligo_006595	TestedOligo	Arensbergen
oligo_006597	TestedOligo	NA
oligo_005484	TestedOligo	Arensbergen
oligo_005486	TestedOligo	NA
oligo_005437	TestedOligo	Arensbergen
oligo_005438	TestedOligo	NA
oligo_005535	TestedOligo	Arensbergen
oligo_005537	TestedOligo	NA
oligo_005985	TestedOligo	Arensbergen
oligo_005987	TestedOligo	NA
oligo_005603	TestedOligo	Arensbergen
oligo_005605	TestedOligo	NA
oligo_005877	TestedOligo	Arensbergen
oligo_005879	TestedOligo	NA
oligo_006070	TestedOligo	Arensbergen
oligo_006072	TestedOligo	NA
oligo_005689	TestedOligo	Arensbergen
oligo_005691	TestedOligo	NA
oligo_006127	TestedOligo	Arensbergen
oligo_006129	TestedOligo	NA
oligo_006169	TestedOligo	Arensbergen
oligo_006171	TestedOligo	NA
oligo_005293	TestedOligo	Arensbergen
oligo_005295	TestedOligo	NA
oligo_005849	TestedOligo	Arensbergen
oligo_005851	TestedOligo	NA
oligo_005322	TestedOligo	Arensbergen
oligo_005324	TestedOligo	NA
oligo_005785	TestedOligo	Arensbergen
oligo_005787	TestedOligo	NA
oligo_006676	TestedOligo	Arensbergen
oligo_006678	TestedOligo	NA
oligo_005271	TestedOligo	Arensbergen
oligo_005272	TestedOligo	NA
oligo_006495	TestedOligo	Arensbergen
oligo_006497	TestedOligo	NA
oligo_005497	TestedOligo	Arensbergen
oligo_005499	TestedOligo	NA
oligo_005683	TestedOligo	Arensbergen
oligo_005684	TestedOligo	NA
oligo_006911	TestedOligo	Arensbergen
oligo_006912	TestedOligo	NA
oligo_005693	TestedOligo	Arensbergen
oligo_005695	TestedOligo	NA
oligo_005822	TestedOligo	Arensbergen
oligo_005824	TestedOligo	NA
oligo_005441	TestedOligo	Arensbergen
oligo_005443	TestedOligo	NA
oligo_006663	TestedOligo	Arensbergen
oligo_006665	TestedOligo	NA
oligo_006238	TestedOligo	Arensbergen
oligo_006240	TestedOligo	NA
oligo_006408	TestedOligo	Arensbergen
oligo_006410	TestedOligo	NA
oligo_005710	TestedOligo	Arensbergen
oligo_005712	TestedOligo	NA
oligo_005547	TestedOligo	Arensbergen
oligo_005548	TestedOligo	NA
oligo_005637	TestedOligo	Arensbergen
oligo_005638	TestedOligo	NA
oligo_005401	TestedOligo	Arensbergen
oligo_005402	TestedOligo	NA
oligo_006483	TestedOligo	Arensbergen
oligo_006485	TestedOligo	NA
oligo_005498	TestedOligo	Arensbergen
oligo_005500	TestedOligo	NA
oligo_006331	TestedOligo	Arensbergen
oligo_006333	TestedOligo	NA
oligo_006787	TestedOligo	Arensbergen
oligo_006789	TestedOligo	NA
oligo_005790	TestedOligo	Arensbergen
oligo_005792	TestedOligo	NA
oligo_006096	TestedOligo	Arensbergen
oligo_006098	TestedOligo	NA
oligo_006184	TestedOligo	Arensbergen
oligo_006186	TestedOligo	NA
oligo_006902	TestedOligo	Arensbergen
oligo_006904	TestedOligo	NA
oligo_006853	TestedOligo	Arensbergen
oligo_006854	TestedOligo	NA
oligo_006159	TestedOligo	Arensbergen
