oligo_002561	NegativeControl
oligo_002578	NegativeControl
oligo_002601	NegativeControl
oligo_002586	NegativeControl
oligo_002542	NegativeControl
oligo_002548	NegativeControl
oligo_002503	NegativeControl
oligo_002545	NegativeControl
oligo_002552	NegativeControl
oligo_002589:oligo_002590	NegativeControl
oligo_002569	NegativeControl
oligo_002583	NegativeControl
oligo_002508	NegativeControl
oligo_002546	NegativeControl
oligo_002519	NegativeControl
oligo_002576	NegativeControl
oligo_002562	NegativeControl
oligo_002514	NegativeControl
oligo_002504	NegativeControl
oligo_002593	NegativeControl
oligo_002600	NegativeControl
oligo_002535	NegativeControl
oligo_002505	NegativeControl
oligo_002558	NegativeControl
oligo_002587	NegativeControl
oligo_002526	NegativeControl
oligo_002584	NegativeControl
oligo_002564	NegativeControl
oligo_002512	NegativeControl
oligo_002596	NegativeControl
oligo_002568	NegativeControl
oligo_002536	NegativeControl
oligo_002515	NegativeControl
oligo_002554	NegativeControl
oligo_002556	NegativeControl
oligo_002597	NegativeControl
oligo_002560	NegativeControl
oligo_002538	NegativeControl
oligo_002534	NegativeControl
oligo_002529	NegativeControl
oligo_002511	NegativeControl
oligo_002570	NegativeControl
oligo_002528	NegativeControl
oligo_002557	NegativeControl
oligo_002509	NegativeControl
oligo_002525	NegativeControl
oligo_002592	NegativeControl
oligo_002544	NegativeControl
oligo_002606	NegativeControl
oligo_002551	NegativeControl
oligo_002549	NegativeControl
oligo_002500	NegativeControl
oligo_002537	NegativeControl
oligo_002531	NegativeControl
oligo_002541	NegativeControl
oligo_002580	NegativeControl
oligo_002572	NegativeControl
oligo_002521:oligo_002522	NegativeControl
oligo_002599	NegativeControl
oligo_002540	NegativeControl
oligo_002553	NegativeControl
oligo_002524	NegativeControl
oligo_002530	NegativeControl
oligo_002582	NegativeControl
oligo_002513	NegativeControl
oligo_002516	NegativeControl
oligo_002501:oligo_002502	NegativeControl
oligo_002588	NegativeControl
oligo_002559	NegativeControl
oligo_002585	NegativeControl
oligo_002543	NegativeControl
oligo_002506	NegativeControl
oligo_002577	NegativeControl
oligo_002573	NegativeControl
oligo_002532	NegativeControl
oligo_002565	NegativeControl
oligo_002594	NegativeControl
oligo_002571	NegativeControl
oligo_002510	NegativeControl
oligo_002523	NegativeControl
oligo_002550	NegativeControl
oligo_002520	NegativeControl
oligo_002533	NegativeControl
oligo_002579	NegativeControl
oligo_002563	NegativeControl
oligo_002575	NegativeControl
oligo_002507	NegativeControl
oligo_002603	NegativeControl
oligo_002518	NegativeControl
oligo_002517	NegativeControl
oligo_002591	NegativeControl
oligo_002566	NegativeControl
oligo_002527	NegativeControl
oligo_002602	NegativeControl
oligo_002595	NegativeControl
oligo_002605	NegativeControl
oligo_002598	NegativeControl
oligo_002581	NegativeControl
oligo_002604	NegativeControl
oligo_002547	NegativeControl
oligo_002567	NegativeControl
oligo_002574	NegativeControl
oligo_002539	NegativeControl
oligo_002555	NegativeControl
oligo_005868	TestedOligo
oligo_005870	TestedOligo
oligo_005299	TestedOligo
oligo_005300	TestedOligo
oligo_006685	TestedOligo
oligo_006687	TestedOligo
oligo_006919	TestedOligo
oligo_006920	TestedOligo
oligo_006895	TestedOligo
oligo_006897	TestedOligo
oligo_006675	TestedOligo
oligo_006677	TestedOligo
oligo_006557	TestedOligo
oligo_006559	TestedOligo
oligo_006179	TestedOligo
oligo_006181	TestedOligo
oligo_006575	TestedOligo
oligo_006576	TestedOligo
oligo_006160	TestedOligo
oligo_006162	TestedOligo
oligo_006907	TestedOligo
oligo_006908	TestedOligo
oligo_006879	TestedOligo
oligo_006881	TestedOligo
oligo_005519	TestedOligo
oligo_005520	TestedOligo
oligo_006615	TestedOligo
oligo_006617	TestedOligo
oligo_005553	TestedOligo
oligo_005554	TestedOligo
oligo_005550	TestedOligo
oligo_005552	TestedOligo
oligo_006377	TestedOligo
oligo_006378	TestedOligo
oligo_006448	TestedOligo
oligo_006450	TestedOligo
oligo_006328	TestedOligo
oligo_006330	TestedOligo
oligo_005648	TestedOligo
oligo_005650	TestedOligo
oligo_006364	TestedOligo
oligo_006366	TestedOligo
oligo_005644	TestedOligo
oligo_005646	TestedOligo
oligo_005390	TestedOligo
oligo_005392	TestedOligo
oligo_005611	TestedOligo
oligo_005612	TestedOligo
oligo_005451	TestedOligo
oligo_005452	TestedOligo
oligo_005549	TestedOligo
oligo_005551	TestedOligo
oligo_006649	TestedOligo
oligo_006651	TestedOligo
oligo_005859	TestedOligo
oligo_005861	TestedOligo
oligo_006139	TestedOligo
oligo_006140	TestedOligo
oligo_006717	TestedOligo
oligo_006719	TestedOligo
oligo_005412	TestedOligo
oligo_005414	TestedOligo
oligo_006128	TestedOligo
oligo_006130	TestedOligo
oligo_005778	TestedOligo
oligo_005780	TestedOligo
oligo_006659	TestedOligo
oligo_006661	TestedOligo
oligo_006173	TestedOligo
oligo_006175	TestedOligo
oligo_006815	TestedOligo
oligo_006817	TestedOligo
oligo_005702	TestedOligo
oligo_005704	TestedOligo
oligo_006838	TestedOligo
oligo_006840	TestedOligo
oligo_006003	TestedOligo
oligo_006005	TestedOligo
oligo_006855	TestedOligo
oligo_006857	TestedOligo
oligo_005723	TestedOligo
oligo_005725	TestedOligo
oligo_005631	TestedOligo
oligo_005632	TestedOligo
oligo_006795	TestedOligo
oligo_006797	TestedOligo
oligo_006456	TestedOligo
oligo_006458	TestedOligo
oligo_005634	TestedOligo
oligo_005636	TestedOligo
oligo_005935	TestedOligo
oligo_005936	TestedOligo
oligo_005515	TestedOligo
oligo_005517	TestedOligo
oligo_006099	TestedOligo
oligo_006100	TestedOligo
oligo_006689	TestedOligo
oligo_006691	TestedOligo
oligo_005477	TestedOligo
oligo_005479	TestedOligo
oligo_005975	TestedOligo
oligo_005977	TestedOligo
oligo_005829	TestedOligo
oligo_005831	TestedOligo
oligo_005458	TestedOligo
oligo_005460	TestedOligo
oligo_006772	TestedOligo
oligo_006774	TestedOligo
oligo_006783	TestedOligo
oligo_006784	TestedOligo
oligo_006299	TestedOligo
oligo_006301	TestedOligo
oligo_006074	TestedOligo
oligo_006076	TestedOligo
oligo_006324	TestedOligo
oligo_006326	TestedOligo
oligo_006201	TestedOligo
oligo_006203	TestedOligo
oligo_006871	TestedOligo
oligo_006873	TestedOligo
oligo_006511	TestedOligo
oligo_006513	TestedOligo
oligo_006767	TestedOligo
oligo_006769	TestedOligo
oligo_006859	TestedOligo
oligo_006861	TestedOligo
oligo_006195	TestedOligo
oligo_006197	TestedOligo
oligo_006552	TestedOligo
oligo_006554	TestedOligo
oligo_006078	TestedOligo
oligo_006080	TestedOligo
oligo_006149	TestedOligo
oligo_006151	TestedOligo
oligo_006725	TestedOligo
oligo_006727	TestedOligo
oligo_006262	TestedOligo
oligo_006264	TestedOligo
oligo_006368	TestedOligo
